,交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注,金额,时间,月份
18,2024-09-25 12:49:17,商户消费,网易UU加速器,手游会员季卡,支出,¥16.00,零钱,支付成功,4200002433202409250379663546	,PGT0236c326779934	,/,16.0,12,2024-49
19,2024-09-25 11:40:46,其他,熊餐谋提现-690414520,/,收入,¥3.00,/,已到账,161564054424092510107004111542560234122033952	,131000108015601360810312024092502607450060	,熊餐谋提现-690414520,3.0,11,2024-40
20,2024-09-25 11:29:55,商户消费,智能货柜,先购后付,支出,¥3.50,零钱,支付成功,4200002398202409254490956977	,GZyeLVkcpHjNWF69NeL_HxxxxxjZKqBx	,/,3.5,11,2024-29
21,2024-09-25 10:48:48,商户消费,拼多多平台商户,先用后付,支出,¥8.80,零钱,支付成功,4200002448202409251665677579	,UhNpY3emS9aSwkpKd0EV0zxxxxjByRXx	,/,8.8,10,2024-48
22,2024-09-25 10:44:02,商户消费,美团平台商户,【食百顺水饺（林大美食城第六档口…,支出,¥8.70,零钱,支付成功,4200066312202409259339428253	,20240925104358U12421704909082327	,/,8.7,10,2024-44
23,2024-09-24 16:23:30,商户消费,美团平台商户,【小四川干锅（林大店）（第1档口…,支出,¥10.68,零钱,支付成功,4200066318202409240419658888	,20240924162326U38623401329828385	,/,10.68,16,2024-23
24,2024-09-23 17:13:39,商户消费,拼多多平台商户,先用后付,支出,¥8.79,零钱,支付成功,4200002432202409239821873124	,m3RFxmLb3IwEQVvxDnBtfCxxxxx5Wlzx	,/,8.79,17,2024-13
25,2024-09-23 17:13:13,商户消费,拼多多平台商户,先用后付,支出,¥11.50,零钱,支付成功,4200002434202409235220867286	,N1ALSEgejDdRjKNWjXT8v7xxxxxeyiyx	,/,11.5,17,2024-13
26,2024-09-23 16:49:19,商户消费,美团平台商户,【品味现炒盖饭(林大美食城第一档…,支出,¥10.38,零钱,支付成功,4200067718202409237290351602	,20240923164915U84613964022474160	,/,10.38,16,2024-49
27,2024-09-23 12:24:44,扫二维码付款,水果丨林大店,收款方备注:二维码收款,支出,¥3.80,零钱,已转账,100010710124092300058227795782083033	,10001071012024092300792396273100	,/,3.8,12,2024-24
28,2024-09-22 19:13:10,扫二维码付款,水果丨林大店,收款方备注:二维码收款,支出,¥10.50,零钱,已转账,100004990124092200058226598439032033	,10000499012024092200697635606110	,/,10.5,19,2024-13
29,2024-09-22 18:59:13,扫二维码付款,Ok,收款方备注:二维码收款,支出,¥20.00,零钱,已转账,100010710124092200058227893959061033	,10001071012024092200475627823118	,/,20.0,18,2024-59
30,2024-09-22 18:10:18,商户消费,手机充值,50元手机话费-15556575097,支出,¥50.00,零钱,支付成功,4200002398202409224360764616	,8338030971202409221186476040	,/,50.0,18,2024-10
31,2024-09-22 15:11:15,商户消费,WxPusher,订阅《知天下》5天，付费0.50元,支出,¥0.50,零钱,支付成功,4200002364202409224645034462	,202409221511107723131275104	,/,0.5,15,2024-11
32,2024-09-22 13:40:29,商户消费,莹于连商贸,订单都会到账，有问题联系QQ5052403,支出,¥0.86,零钱,支付成功,4200002360202409228449016986	,2409221340214873377	,/,0.86,13,2024-40
33,2024-09-22 13:35:40,商户消费,莹于连商贸,订单都会到账，有问题联系QQ5052403,支出,¥0.86,零钱,支付成功,4200002381202409225527442458	,2409221335314871023	,/,0.86,13,2024-35
34,2024-09-22 11:18:33,商户消费,美团平台商户,【重庆鸡公煲（美食林）】鸡公煲+…,支出,¥11.68,零钱,支付成功,4200067723202409227201548585	,20240922111829U27473737236911749	,/,11.68,11,2024-18
35,2024-09-21 18:33:32,商户消费,东北林业大学,一卡通充值，充值学工号：2024113002,支出,¥100.00,零钱,支付成功,4200002387202409214180292907	,240921183323292630w20181200280	,/,100.0,18,2024-33
36,2024-09-21 18:24:29,商户消费,东北林业大学,东林超市总店03,支出,¥2.80,零钱,支付成功,4200002366202409212945013709	,0385593730182629464	,/,2.8,18,2024-24
37,2024-09-21 18:17:24,商户消费,东北林业大学,主食二组36#_餐费支出,支出,¥1.50,零钱,支付成功,4200066313202409217256320139	,240921181722191470w20181200280	,/,1.5,18,2024-17
38,2024-09-21 18:02:18,商户消费,东北林业大学,新中式餐饮21#_餐费支出,支出,¥10.70,零钱,支付成功,4200067724202409213638090981	,240921180216544630w20181200280	,/,10.7,18,2024-02
39,2024-09-21 07:00:27,微信红包,妈妈,/,收入,¥200.00,/,已存入零钱,1000039901000409217349239257018	,1000039901202409217349239257018	,/,200.0,07,2024-00
40,2024-09-20 17:21:42,商户消费,丰e足食智慧零售,丰e足食:38310120901740000,支出,¥7.49,零钱,支付成功,4200002450202409204290880563	,38310120901740000	,/,7.49,17,2024-21
41,2024-09-20 12:00:16,扫二维码付款,水果丨林大店,收款方备注:二维码收款,支出,¥3.00,零钱,已转账,100004990124092000058226949707086033	,10000499012024092000256599922121	,/,3.0,12,2024-00
42,2024-09-20 10:46:33,其他,打开拼多多，领更多现金红包,/,收入,¥0.05,/,已到账,126667480124092010104004326665107693122033306	,1200010502144240920010009066508577981785	,打开拼多多，领更多现金红包,0.05,10,2024-46
43,2024-09-19 17:15:57,商户消费,美团平台商户,【重庆鸡公煲（美食林）】鸡公煲+…,支出,¥11.68,零钱,支付成功,4200067719202409196895791244	,20240919171552U55024989881567033	,/,11.68,17,2024-15
44,2024-09-19 12:03:27,二维码收款,小飞,收款方备注:二维码收款,收入,¥8.10,零钱,已收钱,10001071012024091900078316518178	,/	,/,8.1,12,2024-03
45,2024-09-19 12:02:03,扫二维码付款,12公寓复印社,收款方备注:二维码收款,支出,¥9.00,零钱,已转账,100010710124091900058227768020265033	,10001071012024091900966052835134	,/,9.0,12,2024-02
46,2024-09-19 11:44:06,转账,杨洪帅,转账备注:微信转账,支出,¥2.00,零钱,对方已收钱,53010000874102202409194179766423	,1000050001202409190223681186661	,/,2.0,11,2024-44
47,2024-09-17 20:05:19,群收款,杨洪帅,/,支出,¥68.67,零钱,支付成功,100004950124091700064227005755865033	,10000495012024091703481135644612	,/,68.67,20,2024-05
48,2024-09-17 11:59:47,商户消费,东北林业大学,新中式餐饮21#_餐费支出,支出,¥10.70,零钱,支付成功,4200002336202409175554891660	,240917115945922400w20181200280	,/,10.7,11,2024-59
49,2024-09-16 11:50:01,商户消费,东北林业大学,一卡通充值，充值学工号：2024113002,支出,¥100.00,零钱,支付成功,4200002374202409163970639544	,240916114948810390w20181200280	,/,100.0,11,2024-50
50,2024-09-16 07:33:08,商户消费,东北林业大学,快乐食间27#_餐费支出,支出,¥3.80,零钱,支付成功,4200002386202409167311599365	,240916073306959110w20181200280	,/,3.8,07,2024-33
51,2024-09-16 07:31:41,商户消费,东北林业大学,加工车间4#_餐费支出,支出,¥0.80,零钱,支付成功,4200002383202409165600550669	,240916073139662310w20181200280	,/,0.8,07,2024-31
52,2024-09-15 18:28:15,商户消费,东北林业大学,东林超市总店03,支出,¥8.80,零钱,支付成功,4200066318202409150157189324	,0384507040352189720	,/,8.8,18,2024-28
53,2024-09-15 18:01:16,商户消费,东北林业大学,快乐食间7#_餐费支出,支出,¥11.50,零钱,支付成功,4200067721202409159393149327	,240915180114681310w20181200280	,/,11.5,18,2024-01
54,2024-09-15 13:01:56,转账,杨洪帅,转账备注:微信转账,支出,¥73.00,零钱,对方已收钱,53010000884251202409153300961393	,1000050001202409150925050349358	,/,73.0,13,2024-01
55,2024-09-15 12:09:56,商户消费,广州骑安,单车,支出,¥2.00,零钱,支付成功,4200002396202409155569400383	,249_202409158134271402408704	,/,2.0,12,2024-09
56,2024-09-15 09:04:51,商户消费,好客唻便利店,1726362291363434737503257401235,支出,¥2.00,零钱,支付成功,4200066317202409151942493526	,7895221933596229	,/,2.0,09,2024-04
57,2024-09-14 18:02:41,商户消费,东北林业大学,东林超市总店01,支出,¥8.80,零钱,支付成功,4200067720202409145580802807	,0384322629316409948	,/,8.8,18,2024-02
58,2024-09-13 12:16:53,商户消费,东北林业大学,东林超市总店01,支出,¥2.80,零钱,支付成功,4200066315202409137469170309	,0384097923473638168	,/,2.8,12,2024-16
59,2024-09-12 10:44:07,北京组学生物科技有限公司-退款,北京组学生物科技有限公司,北京组学生物科技有限公司,收入,¥0.09,零钱,已全额退款,50303600922024091258957915562	,	,/,0.09,10,2024-44
60,2024-09-12 07:26:30,商户消费,东北林业大学,快乐食间29#_餐费支出,支出,¥7.50,零钱,支付成功,4200002360202409128655750392	,240912072628550270w20181200280	,/,7.5,07,2024-26
61,2024-09-11 17:52:09,商户消费,东北林业大学,东林超市总店01,支出,¥2.80,零钱,支付成功,4200066316202409110461985449	,0383777720852348378	,/,2.8,17,2024-52
62,2024-09-11 10:14:35,商户消费,北京组学生物科技有限公司,Python生物信息入门到精通,支出,¥0.09,零钱,已全额退款,4200002438202409112030680288	,oo_11659f747c524xGO898QI	,/,0.09,10,2024-14
63,2024-09-11 09:09:55,商户消费,北京组学生物科技有限公司,共享云服务器A,支出,¥390.00,零钱,支付成功,4200002398202409113031063850	,oo_fe221a97a4444yr03I7S8	,/,390.0,09,2024-09
64,2024-09-10 19:47:10,商户消费,东北林业大学,东林超市总店03,支出,¥6.00,零钱,支付成功,4200066313202409100975043220	,0383610999476595862	,/,6.0,19,2024-47
65,2024-09-10 15:37:40,转账,冼幸游,转账备注:微信转账,支出,¥35.70,零钱,对方已收钱,53010000922139202409101763803460	,1000050001202409100329229651419	,/,35.7,15,2024-37
66,2024-09-09 18:24:57,商户消费,东北林业大学,东林超市总店01,支出,¥5.80,零钱,支付成功,4200002352202409098530098567	,0383419460583335578	,/,5.8,18,2024-24
67,2024-09-09 07:29:36,商户消费,东北林业大学,快乐食间27#_餐费支出,支出,¥7.00,零钱,支付成功,4200067723202409097796098329	,240909072934248230w20181200280	,/,7.0,07,2024-29
68,2024-09-09 07:28:15,商户消费,东北林业大学,加工车间3#_餐费支出,支出,¥0.80,零钱,支付成功,4200002293202409098961267937	,240909072814236270w20181200280	,/,0.8,07,2024-28
69,2024-09-08 17:24:16,扫二维码付款,水果丨林大店,收款方备注:二维码收款,支出,¥3.70,零钱,已转账,100010710124090800058227457289228033	,10001071012024090800033208242195	,/,3.7,17,2024-24
70,2024-09-08 17:09:59,商户消费,东北林业大学,快乐食间22#_餐费支出,支出,¥14.00,零钱,支付成功,4200002301202409085679755301	,240908170957587230w20181200280	,/,14.0,17,2024-09
71,2024-09-08 11:48:05,商户消费,东北林业大学,快乐食间7#_餐费支出,支出,¥10.50,零钱,支付成功,4200002367202409089468298058	,240908114803833220w20181200280	,/,10.5,11,2024-48
72,2024-09-08 11:16:24,商户消费,深圳市腾讯计算机系统有限公司,预付费自动续费31天,支出,¥19.00,零钱,支付成功,4200002393202409083769338249	,product_SZ_20240908831100315	,/,19.0,11,2024-16
73,2024-09-08 08:03:11,商户消费,东北林业大学,快乐食间4#_餐费支出,支出,¥6.00,零钱,支付成功,4200067724202409082644995977	,240908080309646200w20181200280	,/,6.0,08,2024-03
74,2024-09-07 17:46:26,商户消费,东北林业大学,新中式餐饮44#_餐费支出,支出,¥13.70,零钱,支付成功,4200066314202409077291254691	,240907174624134160w20181200280	,/,13.7,17,2024-46
75,2024-09-07 16:48:16,商户消费,东北林业大学,东林超市总店03,支出,¥19.00,零钱,支付成功,4200066319202409072935259318	,0383044907699260632	,/,19.0,16,2024-48
76,2024-09-07 11:58:10,商户消费,东北林业大学,新中天餐饮123#_餐费支出,支出,¥3.00,零钱,支付成功,4200002337202409079737483500	,240907115809352530w20181200280	,/,3.0,11,2024-58
77,2024-09-07 11:55:36,商户消费,东北林业大学,新中式餐饮12#_餐费支出,支出,¥10.70,零钱,支付成功,4200002296202409073090640983	,240907115534897130w20181200280	,/,10.7,11,2024-55
78,2024-09-07 07:45:23,商户消费,东北林业大学,快乐食间27#_餐费支出,支出,¥4.90,零钱,支付成功,4200002332202409076778341210	,240907074522285370w20181200280	,/,4.9,07,2024-45
79,2024-09-06 18:05:21,商户消费,东北林业大学,东林超市总店03,支出,¥4.00,零钱,支付成功,4200002295202409064430894178	,0382873413691936092	,/,4.0,18,2024-05
80,2024-09-06 17:48:21,商户消费,东北林业大学,快乐食间17#_餐费支出,支出,¥13.70,零钱,支付成功,4200002346202409064123848746	,240906174819620130w20181200280	,/,13.7,17,2024-48
81,2024-09-06 11:02:34,商户消费,东北林业大学,快乐食间22#_餐费支出,支出,¥10.00,零钱,支付成功,4200002344202409063895732724	,240906110233532150w20181200280	,/,10.0,11,2024-02
82,2024-09-06 07:38:45,商户消费,东北林业大学,快乐食间29#_餐费支出,支出,¥5.30,零钱,支付成功,4200002350202409069065393582	,240906073843609110w20181200280	,/,5.3,07,2024-38
83,2024-09-05 17:30:11,商户消费,东北林业大学,快乐食间13#_餐费支出,支出,¥14.70,零钱,支付成功,4200067720202409052785829511	,240905173009304100w20181200280	,/,14.7,17,2024-30
84,2024-09-05 11:57:38,商户消费,东北林业大学,东林超市总店03,支出,¥2.50,零钱,支付成功,4200067723202409052560982961	,0382645948872579738	,/,2.5,11,2024-57
85,2024-09-05 11:45:06,商户消费,东北林业大学,快乐食间6#_餐费支出,支出,¥13.70,零钱,支付成功,4200067721202409054575935649	,240905114504689460w20181200280	,/,13.7,11,2024-45
86,2024-09-05 09:51:16,商户消费,Notein一笔记,Notein VIP会员,支出,¥51.00,零钱,支付成功,4200002421202409056407083748	,OGmxu2xsBnyxTELboEyBv	,/,51.0,09,2024-51
87,2024-09-05 08:20:49,扫二维码付款,12公寓复印社,收款方备注:二维码收款,支出,¥2.40,零钱,已转账,100004990124090500058227337091361033	,10000499012024090500623574127116	,/,2.4,08,2024-20
88,2024-09-05 07:59:57,商户消费,东北林业大学,快乐食间30#_餐费支出,支出,¥6.80,零钱,支付成功,4200002306202409054795219620	,240905075956010530w20181200280	,/,6.8,07,2024-59
89,2024-09-04 17:26:33,商户消费,东北林业大学,快乐食间17#_餐费支出,支出,¥13.70,零钱,支付成功,4200066319202409045644135918	,240904172631685460w20181200280	,/,13.7,17,2024-26
90,2024-09-04 11:26:25,商户消费,东北林业大学,快乐食间7#_餐费支出,支出,¥12.50,零钱,支付成功,4200066316202409043860682854	,240904112623830070w20181200280	,/,12.5,11,2024-26
91,2024-09-04 08:16:10,商户消费,东北林业大学,东林超市总店04,支出,¥2.00,零钱,支付成功,4200002367202409042090721402	,0382436888989326680	,/,2.0,08,2024-16
92,2024-09-04 08:05:22,商户消费,东北林业大学,快乐食间26#_餐费支出,支出,¥1.50,零钱,支付成功,4200067719202409042306974508	,240904080520342530w20181200280	,/,1.5,08,2024-05
93,2024-09-04 08:04:36,商户消费,东北林业大学,快乐食间30#_餐费支出,支出,¥5.80,零钱,支付成功,4200066316202409040272661467	,240904080434245070w20181200280	,/,5.8,08,2024-04
94,2024-09-03 18:46:29,商户消费,easyScholar浏览器扩展,开通3个月会员,支出,¥9.60,零钱,支付成功,4200002357202409032143649434	,1830920245812543488	,/,9.6,18,2024-46
95,2024-09-03 17:44:19,商户消费,东北林业大学,快乐食间17#_餐费支出,支出,¥13.70,零钱,支付成功,4200002336202409036101419477	,240903174417418070w20181200280	,/,13.7,17,2024-44
96,2024-09-03 11:42:52,商户消费,东北林业大学,快乐食间7#_餐费支出,支出,¥16.00,零钱,支付成功,4200067717202409031482070033	,240903114250826060w20181200280	,/,16.0,11,2024-42
97,2024-09-03 07:32:43,商户消费,东北林业大学,快乐食间26#_餐费支出,支出,¥1.50,零钱,支付成功,4200066316202409031301029251	,240903073241976060w20181200280	,/,1.5,07,2024-32
98,2024-09-03 07:32:14,商户消费,东北林业大学,快乐食间27#_餐费支出,支出,¥4.00,零钱,支付成功,4200067722202409039041788622	,240903073212118060w20181200280	,/,4.0,07,2024-32
99,2024-09-02 22:13:12,商户消费,深圳市腾讯计算机系统有限公司,连续包月(为8**954购买),支出,¥1.88,零钱,支付成功,4200002392202409020455058083	,product_SZ_20240902808485007	,/,1.88,22,2024-13
100,2024-09-02 19:00:52,商户消费,京东商城平台商户,京东-订单编号296290971476,支出,¥23.20,零钱,支付成功,4200002417202409024462594545	,1012715024090219004508585	,/,23.2,19,2024-00
101,2024-09-02 17:58:22,商户消费,东北林业大学,东林超市总店03,支出,¥3.50,零钱,支付成功,4200002308202409024413600742	,0382147758418072214	,/,3.5,17,2024-58
102,2024-09-02 17:43:17,商户消费,东北林业大学,快乐食间7#_餐费支出,支出,¥12.50,零钱,支付成功,4200002358202409025884950313	,240902174315864670w20181200280	,/,12.5,17,2024-43
103,2024-09-02 11:17:45,商户消费,东北林业大学,快乐食间17#_餐费支出,支出,¥12.70,零钱,支付成功,4200002340202409025558794980	,240902111743805060w20181200280	,/,12.7,11,2024-17
104,2024-09-02 11:05:36,商户消费,京东,京东-订单编号300352548642,支出,¥1071.23,零钱,支付成功,4200002340202409021914938939	,6181502409021105290343963263	,/,1071.23,11,2024-05
105,2024-09-01 17:57:51,商户消费,东北林业大学,快乐食间17#_餐费支出,支出,¥13.70,零钱,支付成功,4200002302202409017040591709	,240901175749906670w20181200280	,/,13.7,17,2024-57
106,2024-09-01 12:31:53,商户消费,东北林业大学,新中式餐饮11#_餐费支出,支出,¥11.70,零钱,支付成功,4200002344202409016581926174	,240901123151881670w20181200280	,/,11.7,12,2024-31
107,2024-09-01 08:43:00,微信红包,酸多余,/,收入,¥0.25,/,已存入零钱,1000039901047408317028537472010	,1000039901202408317028537472010	,/,0.25,08,2024-43
108,2024-09-01 08:11:39,商户消费,东北林业大学,东林超市总店01,支出,¥15.00,零钱,支付成功,4200002338202409018580135693	,0381892738121529622	,/,15.0,08,2024-11
109,2024-09-01 08:00:54,零钱提现,工商银行(0355),/,/,¥500.50,工商银行储蓄卡(0355),提现已到账,207240901100864221526171394033	,/	,服务费¥0.50,500.5,08,2024-00
110,2024-09-01 07:55:31,商户消费,东北林业大学,快乐食间26#_餐费支出,支出,¥1.20,零钱,支付成功,4200002310202409016619321584	,240901075529994810w20181200280	,/,1.2,07,2024-55
111,2024-09-01 07:55:10,商户消费,东北林业大学,快乐食间29#_餐费支出,支出,¥4.20,零钱,支付成功,4200002331202409013742790193	,240901075509170610w20181200280	,/,4.2,07,2024-55
112,2024-08-31 18:57:36,转账,姐,转账备注:微信转账,收入,¥500.00,/,已存入零钱,1000050001202408310220270773919	,/	,/,500.0,18,2024-57
113,2024-08-31 17:48:28,商户消费,东北林业大学,东林超市总店02,支出,¥44.00,零钱,支付成功,4200002307202408310338356551	,0381784125206181080	,/,44.0,17,2024-48
114,2024-08-31 10:33:49,商户消费,东北林业大学,东林超市总店02,支出,¥142.70,零钱,支付成功,4200002357202408317231843149	,0381729433662710358	,/,142.7,10,2024-33
115,2024-08-31 09:40:44,扫二维码付款,幸福就好,收款方备注:二维码收款,支出,¥380.00,零钱,已转账,100010710124083100058227399857490033	,10001071012024083100776827480185	,/,380.0,09,2024-40
116,2024-08-31 09:08:05,商户消费,东北林业大学,一卡通充值，充值学工号：2024113002,支出,¥100.00,零钱,支付成功,4200002360202408312677504217	,240831090748205060w20181200280	,/,100.0,09,2024-08
117,2024-08-30 20:10:21,商户消费,锦绣中华,/,支出,¥280.00,零钱,支付成功,4200002311202408302628177638	,10177856990917250198150149862900	,/,280.0,20,2024-10
118,2024-08-30 19:31:25,商户消费,东北林业大学,一卡通充值，充值学工号：2024113002,支出,¥100.00,零钱,支付成功,4200002367202408306568646772	,240830193117914670w20181200280	,/,100.0,19,2024-31
119,2024-08-30 13:02:12,商户消费,百度平台商家,先乘后付,支出,¥33.30,零钱,支付成功,4200002366202408306889540461	,Owt3vRGL5xIowIl0Uql60CxxxxPKLCSx	,/,33.3,13,2024-02
120,2024-08-29 20:10:29,商户消费,东北林业大学,住宿费,支出,¥800.00,零钱,支付成功,4200002295202408296209994623	,0381439594187699076	,/,800.0,20,2024-10
121,2024-08-29 15:11:19,商户消费,手机充值,50元手机话费-15556575097,支出,¥50.00,零钱,支付成功,4200002398202408290329469678	,8338040971202408291817434983	,/,50.0,15,2024-11
122,2024-08-28 18:29:08,商户消费,张家港豪客来生鲜超市,payonline,支出,¥3.00,零钱,支付成功,4200066317202408285615863237	,9556100202408281001929188	,/,3.0,18,2024-29
123,2024-08-26 21:42:46,零钱提现,工商银行(0355),/,/,¥100.10,工商银行储蓄卡(0355),提现已到账,207240826100864228346347340033	,/	,服务费¥0.10,100.1,21,2024-42
124,2024-08-23 14:38:19,商户消费,百度平台商家,先乘后付,支出,¥11.64,零钱,支付成功,4200002296202408237402759930	,nS0oyTPF2o805ImBzVV2a7xxxxqz4j0x	,/,11.64,14,2024-38
125,2024-08-23 13:12:17,微信红包,雨,/,收入,¥0.15,/,已存入零钱,1000039901007408237362666326033	,1000039901202408237362666326033	,/,0.15,13,2024-12
126,2024-08-22 20:58:49,商户消费,中铁网络,12306消费,支出,¥1021.50,零钱,支付成功,4200002349202408228877057867	,M2024082297702045	,/,1021.5,20,2024-58
127,2024-08-22 17:23:36,商户消费,张家港豪客来生鲜超市,payonline,支出,¥5.00,零钱,支付成功,4200067724202408221229354754	,9556100202408221092930469	,/,5.0,17,2024-23
128,2024-08-22 17:21:12,商户消费,百度平台商家,先乘后付,支出,¥10.81,零钱,支付成功,4200002311202408226347414975	,2uYP9FdCQ7MZH_WeITnInCxxxxjoU8Cx	,/,10.81,17,2024-21
129,2024-08-22 16:53:28,微信红包,姐,/,收入,¥50.00,/,已存入零钱,1000039901000408227005969037034	,1000039901202408227005969037034	,/,50.0,16,2024-53
130,2024-08-22 08:53:08,商户消费,十足,苏州张家港澳洋医院店,支出,¥4.00,零钱,支付成功,4200002305202408227128992092	,63901616620240822085301	,/,4.0,08,2024-53
131,2024-08-21 16:52:41,商户消费,百度平台商家,先乘后付,支出,¥10.05,零钱,支付成功,4200002350202408216592323869	,egINYpiQQssvqgKMXQDW57xxxxPmY_px	,/,10.05,16,2024-52
132,2024-08-19 17:10:44,商户消费,百度平台商家,先乘后付,支出,¥8.66,零钱,支付成功,4200002358202408191674541862	,-Xui4Y9gkWoxdxvDlBe0fzxxxxq3wqyx	,/,8.66,17,2024-10
133,2024-08-19 10:53:01,商户消费,东北林业大学,高校学费,支出,¥8000.00,零钱,支付成功,4200002346202408199313029234	,0379557492709102916	,/,8000.0,10,2024-53
134,2024-08-19 07:29:19,转账,爸爸,转账备注:微信转账,收入,¥15000.00,/,已存入零钱,1000050001202408190923750296633	,/	,/,15000.0,07,2024-29
135,2024-08-16 21:01:04,商户消费,好想来品牌零食,张家港南门路店J,支出,¥58.29,零钱,支付成功,4200066313202408161373839435	,002224081621010200837340	,/,58.29,21,2024-01
136,2024-08-16 20:52:04,微信红包,姐,/,收入,¥100.00,/,已存入零钱,1000039801000408167239497286017	,1000039801202408167239497286017	,/,100.0,20,2024-52
137,2024-08-16 15:07:42,商户消费,管家小周赵庄店,管家小周赵庄店新-自营门店,支出,¥3.00,零钱,支付成功,4200066318202408169002433495	,83620240816990517756	,/,3.0,15,2024-07
138,2024-08-15 16:45:08,商户消费,百度平台商家,先乘后付,支出,¥9.80,零钱,支付成功,4200002297202408155688046922	,AcrIYEnSdSrnVIROllmhNCxxxxqyPz7x	,/,9.8,16,2024-45
139,2024-08-15 14:25:24,扫二维码付款,宇,收款方备注:二维码收款,支出,¥5.88,零钱,已转账,100004990124081500058227710090760033	,10000499012024081500962656412188	,/,5.88,14,2024-25
140,2024-08-15 14:13:49,扫二维码付款,宇,收款方备注:二维码收款,支出,¥5.88,零钱,已转账,100010710124081500058227383095015033	,10001071012024081500254522934141	,/,5.88,14,2024-13
141,2024-08-15 13:37:45,其他,打开拼多多，领更多现金红包,/,收入,¥0.02,/,已到账,126667480124081510107004212120346207122033306	,1200010502144240815010408023708924979550	,打开拼多多，领更多现金红包,0.02,13,2024-37
142,2024-08-15 13:28:43,其他,打开拼多多，领更多现金红包,/,收入,¥0.01,/,已到账,160572459524081510111004536130802172122033937	,1200126558674240815010208004608909527255	,打开拼多多，领更多现金红包,0.01,13,2024-28
